CLAVE_ENTIDAD;ENTIDAD_FEDERATIVA;city;lat;lng;CLAVE_ENTIDAD;country;iso2;admin_name;capital;population;population_proper
;;Mezquital del Oro;21.2155;-103.3621;Mexico;MX;;Zacatecas;minor;;
;;Dos Ríos;19.4817;-96.7977;Mexico;MX;;Veracruz;minor;;
;;Agualeguas;26.3167;-99.5333;Mexico;MX;;Nuevo León;minor;;
;;San Juan de los Cues;18.05;-97.05;Mexico;MX;;Oaxaca;minor;;
;;Coatzingo;18.612;-98.1727;Mexico;MX;;Puebla;minor;;
;;San Juan del Estado;17.2743;-96.7991;Mexico;MX;;Oaxaca;minor;;
;;Guadalcázar;22.6167;-100.4;Mexico;MX;;San Luis Potosí;minor;;
;;Noria de Ángeles;22.4422;-101.9097;Mexico;MX;;Zacatecas;minor;;
;;Ahuatlán;18.5728;-98.2569;Mexico;MX;;Puebla;minor;;
;;Quintana Roo;20.8686;-88.6314;Mexico;MX;;Yucatán;minor;;
;;San Marcos Arteaga;17.7224;-97.8603;Mexico;MX;;Oaxaca;minor;;
;;Bavispe;30.48;-108.9405;Mexico;MX;;Sonora;minor;;
;;Mier y Noriega;23.4267;-100.1728;Mexico;MX;;Nuevo León;minor;;
;;San Lucas Tecopilco;19.4667;-98.25;Mexico;MX;;Tlaxcala;minor;;
;;Huimilpan;20.3667;-100.2833;Mexico;MX;;Querétaro;minor;;
;;Jonotla;20.0303;-97.5753;Mexico;MX;;Puebla;minor;;
;;Xaltocan;19.417;-98.2;Mexico;MX;;Tlaxcala;minor;;
;;San Bartolo;19.787;-99.6678;Mexico;MX;;México;minor;;
;;Los Ramones;25.7;-99.6167;Mexico;MX;;Nuevo León;minor;;
;;Moctezuma;22.7479;-101.0822;Mexico;MX;;San Luis Potosí;minor;;
;;Moyahua de Estrada;21.2666;-103.1661;Mexico;MX;;Zacatecas;minor;;
;;San Pedro;25.7589;-102.9844;Mexico;MX;5;Coahuila de Zaragoza;minor;53688;53688
;;General Treviño;26.2167;-99.4833;Mexico;MX;;Nuevo León;minor;;
;;Tamarindo;18.8004;-96.5726;Mexico;MX;;Veracruz;minor;;
;;Aquixtla;19.7958;-97.9355;Mexico;MX;;Puebla;minor;;
;;Ayutla;17.0276;-96.0763;Mexico;MX;;Oaxaca;minor;;
;;Casas;23.7269;-98.7366;Mexico;MX;;Tamaulipas;minor;;
;;Santiago Laxopa;17.2184;-96.311;Mexico;MX;;Oaxaca;minor;;
;;Burgos;24.9472;-98.7992;Mexico;MX;;Tamaulipas;minor;;
;;Zapotitlán;19.5493;-103.8111;Mexico;MX;;Jalisco;minor;;
;;Banámichi;30.0167;-110.2167;Mexico;MX;;Sonora;minor;;
;;Mexquitic de Carmona;22.2667;-101.1167;Mexico;MX;;San Luis Potosí;minor;;
;;Tepemaxalco;18.734;-98.6292;Mexico;MX;;Puebla;minor;;
;;Huehuetlán;21.55;-98.9667;Mexico;MX;;San Luis Potosí;minor;;
;;San José del Rincón Centro;19.6622;-100.1531;Mexico;MX;;México;minor;;
;;Méndez;25.1182;-98.5867;Mexico;MX;;Tamaulipas;minor;;
;;Zautla;19.7148;-97.6715;Mexico;MX;;Puebla;minor;;
;;Cruillas;24.7566;-98.5374;Mexico;MX;;Tamaulipas;minor;;
;;San Bartolo Yautepec;16.4293;-95.9744;Mexico;MX;;Oaxaca;minor;;
;;San Felipe de Jesús;29.8597;-110.2397;Mexico;MX;;Sonora;minor;;
;;Los Herreras;25.905;-99.4025;Mexico;MX;;Nuevo León;minor;;
;;Vetagrande;22.8328;-102.5556;Mexico;MX;;Zacatecas;minor;;
;;Chigmecatitlán;18.6463;-98.072;Mexico;MX;;Puebla;minor;;
;;Santa Catarina Minas;16.7792;-96.6155;Mexico;MX;;Oaxaca;minor;;
;;Mixtla;18.905;-97.8955;Mexico;MX;;Puebla;minor;;
;;Atlahuilco;18.6972;-97.0916;Mexico;MX;;Veracruz;minor;;
;;Onavas;28.45;-109.5167;Mexico;MX;;Sonora;minor;;
;;Santa María la Asunción;18.1077;-96.8138;Mexico;MX;;Oaxaca;minor;;
;;San Miguel de Horcasitas;29.4833;-110.75;Mexico;MX;;Sonora;minor;;
;;Sierra Mojada;27.3;-103.6833;Mexico;MX;5;Coahuila de Zaragoza;minor;;
;;Alaquines;22.1333;-99.6;Mexico;MX;;San Luis Potosí;minor;;
;;Tepetongo;22.4581;-103.1514;Mexico;MX;;Zacatecas;minor;;
;;Tzompantepec;19.3761;-98.0901;Mexico;MX;;Tlaxcala;minor;;
;;Santo Domingo Tonalá;17.6735;-97.9656;Mexico;MX;;Oaxaca;minor;;
;;El Salvador;24.5209;-100.8663;Mexico;MX;;Zacatecas;minor;;
;;Zacapala;18.5942;-98.0658;Mexico;MX;;Puebla;minor;;
;;Santo Domingo;23.3247;-101.7364;Mexico;MX;;San Luis Potosí;minor;;
;;Bacadéhuachi;29.8;-109.1333;Mexico;MX;;Sonora;minor;;
;;Huatlatlauca;18.6815;-98.0504;Mexico;MX;;Puebla;minor;;
;;Melchor Ocampo;24.8314;-101.6422;Mexico;MX;;Zacatecas;minor;;
;;Tlachichilco;17.6222;-98.3431;Mexico;MX;;Oaxaca;minor;;
;;Axutla;18.1894;-98.3893;Mexico;MX;;Puebla;minor;;
;;San Lucas Zoquiápam;18.1367;-96.9055;Mexico;MX;;Oaxaca;minor;;
;;Zapotlán del Rey;20.4674;-102.9248;Mexico;MX;;Jalisco;minor;17893;17893
;;Santo Domingo Roayaga;17.3378;-96.1151;Mexico;MX;;Oaxaca;minor;;
;;Santa María Jacatepec;17.8601;-96.2113;Mexico;MX;;Oaxaca;minor;;
;;Bejucal de Ocampo;15.45;-92.15;Mexico;MX;7;Chiapas;minor;;
;;Zumpango del Río;17.65;-99.5;Mexico;MX;12;Guerrero;minor;24719;24719
;;Zoquiopan;20.009;-97.5961;Mexico;MX;;Puebla;minor;;
30;VERACRUZ DE IGNACIO DE LA LLAVE;Torreón;25.5394;-103.4486;5;Mexico;MX;Coahuila de Zaragoza;minor;679288;679288
;;Aquila;18.7956;-97.3084;Mexico;MX;;Veracruz;minor;;
;;Tantima;21.3323;-97.8333;Mexico;MX;;Veracruz;minor;;
;;Doctor González;25.85;-99.9333;Mexico;MX;;Nuevo León;minor;;
;;San Carlos;24.5822;-98.9421;Mexico;MX;;Tamaulipas;minor;;
;;Higueras;25.9601;-100.0152;Mexico;MX;;Nuevo León;minor;;
;;Xicotlán;18.0592;-98.5246;Mexico;MX;;Puebla;minor;;
;;Viesca;25.35;-102.8;Mexico;MX;5;Coahuila de Zaragoza;minor;19328;3522
;;El Plateado de Joaquín Amaro;21.9333;-103.1;Mexico;MX;;Zacatecas;minor;;
;;San Bernardo Mixtepec;16.8258;-96.8991;Mexico;MX;;Oaxaca;minor;;
;;Villa Unión;28.2167;-100.7167;Mexico;MX;5;Coahuila de Zaragoza;minor;;
;;Susupuato de Guerrero;19.2151;-100.408;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Santiago Comaltepec;17.5655;-96.5487;Mexico;MX;;Oaxaca;minor;;
;;Santa María Teopoxco;18.1666;-96.9549;Mexico;MX;;Oaxaca;minor;;
;;La Colorada;28.8;-110.5667;Mexico;MX;;Sonora;minor;;
;;Susticacán;22.6094;-103.0967;Mexico;MX;;Zacatecas;minor;;
;;Tlatlaya;18.6169;-100.2081;Mexico;MX;;México;minor;;
;;Santiago Miltepec;17.9846;-97.6901;Mexico;MX;;Oaxaca;minor;;
;;Taniche;16.5686;-96.7551;Mexico;MX;;Oaxaca;minor;;
;;Ixtacamaxtitlán;19.6235;-97.8154;Mexico;MX;;Puebla;minor;;
;;Oquitoa;30.7333;-111.7333;Mexico;MX;;Sonora;minor;;
;;Villa Pesqueira;29.1181;-109.9675;Mexico;MX;;Sonora;minor;;
;;Bacanora;28.9833;-109.4;Mexico;MX;;Sonora;minor;;
;;Zapotlanejo;20.6228;-103.0689;Mexico;MX;;Jalisco;minor;68519;68519
;;Santiago Atzitzihuacán;18.8233;-98.5838;Mexico;MX;;Puebla;minor;;
;;San Juan Ozolotepec;16.133;-96.2593;Mexico;MX;;Oaxaca;minor;;
;;Santa Cruz Nundaco;17.1711;-97.7238;Mexico;MX;;Oaxaca;minor;;
;;Parás;26.5001;-99.5216;Mexico;MX;;Nuevo León;minor;;
;;San Pedro y San Pablo Tequistepec;18.0611;-97.7182;Mexico;MX;;Puebla;minor;;
;;Chila de la Sal;18.1097;-98.4857;Mexico;MX;;Puebla;minor;;
;;Aramberri;24.1006;-99.8181;Mexico;MX;;Nuevo León;minor;;
;;Armadillo de los Infante;22.25;-100.65;Mexico;MX;;San Luis Potosí;minor;;
;;Villa de Guadalupe;23.3667;-100.75;Mexico;MX;;San Luis Potosí;minor;;
;;Melchor Ocampo;26.055;-99.5438;Mexico;MX;;Nuevo León;minor;;
;;Tubutama;30.8847;-111.4639;Mexico;MX;;Sonora;minor;;
;;Los Aldamas;26.05;-99.1833;Mexico;MX;;Nuevo León;minor;;
;;Atlangatepec;19.5322;-98.2089;Mexico;MX;;Tlaxcala;minor;;
;;Santa Ana;16.3414;-96.717;Mexico;MX;;Oaxaca;minor;;
;;Lagunillas;21.5901;-99.566;Mexico;MX;;San Luis Potosí;minor;;
;;San Pablo Macuiltianguis;17.5335;-96.5521;Mexico;MX;;Oaxaca;minor;;
;;Rayones;25.0181;-100.0732;Mexico;MX;;Nuevo León;minor;;
;;Villa Mainero;24.5601;-99.6156;Mexico;MX;;Tamaulipas;minor;;
;;Doctor Coss;25.9333;-99.1667;Mexico;MX;;Nuevo León;minor;;
;;El Guayabito;19.9496;-102.4441;Mexico;MX;;México;minor;;
;;Santa Catarina;21.6572;-99.4958;Mexico;MX;;San Luis Potosí;minor;;
;;Soyopa;28.7667;-109.633;Mexico;MX;;Sonora;minor;;
;;San Pedro Topiltepec;17.4363;-97.344;Mexico;MX;;Oaxaca;minor;;
;;San Lorenzo;28.1535;-106.477;Mexico;MX;8;Chihuahua;minor;;
;;Ixpantepec Nieves;17.5069;-98.0426;Mexico;MX;;Oaxaca;minor;;
;;San Pedro Coxcaltepec;17.5;-97.1333;Mexico;MX;;Oaxaca;minor;;
;;Zimapan;20.7333;-99.3833;Mexico;MX;;Hidalgo;;34476;34476
;;Yagul;16.9641;-96.4534;Mexico;MX;;Oaxaca;minor;;
;;Cerro de San Pedro;22.2173;-100.8001;Mexico;MX;;San Luis Potosí;minor;;
;;Espinal;20.2432;-97.4072;Mexico;MX;;Veracruz;minor;;
;;Ixtacatepec;21.206;-97.9877;Mexico;MX;;Veracruz;minor;;
;;Soyaltepec;17.5917;-97.3082;Mexico;MX;;Oaxaca;minor;;
;;Zaragoza;28.4932;-100.9223;Mexico;MX;5;Coahuila de Zaragoza;minor;;
